trajectory_id,node_id,latitude,longitude,altitude,time,X_UTM,Y_UTM
2,5,40.011427,116.296488,177,00:11:38,439933.1419728401,4431113.286424362
2,6,40.01149,116.296612,77,00:23:43,439943.7845807933,4431120.198255609
2,7,40.011569,116.29685,88,00:56:31,439964.17473858595,4431128.8099021055
2,8,40.011153,116.297099,70,01:04:13,439985.07049787045,4431082.450265804
2,9,40.009992,116.297228,70,01:11:43,439995.0681694113,4430953.448016366
2,10,40.00582,116.297224,-14,01:20:03,439991.0734479871,4430490.199452528
2,11,40.008535,116.296086,42,01:34:38,439896.28176328895,4430792.434956977
2,12,40.007238,116.295862,43,01:45:33,439876.0174366547,4430648.569540462
2,13,40.009398,116.296944,81,01:56:03,439970.2987639431,4430887.682593967
2,14,40.006862,116.297553,46,02:06:28,440020.0784465233,4430605.6797170155
2,15,40.006296,116.296863,76,02:20:28,439960.66496381274,4430543.296747666
2,16,40.006335,116.297237,102,02:28:38,439992.6344380056,4430547.37534028
2,17,40.010684,116.296772,80,02:36:48,439956.73944694566,4431030.593617305
2,18,40.010405,116.297048,222,02:55:38,439980.0608043871,4430999.428020456
2,19,40.007065,116.301572,273,03:03:53,440363.4289019933,4430625.523265048
2,20,40.005144,116.305675,227,03:12:08,440712.11237562133,4430409.481463965
2,21,40.004196,116.310078,145,03:20:18,441087.2695557015,4430301.297593635
2,22,40.002518,116.321064,279,03:28:38,442023.95716292446,4430107.771672129
3,0,40.011824,116.297026,480,00:17:04,439979.4253406015,4431157.006093132
3,1,40.011495,116.296899,101,00:36:54,439968.2936241193,4431120.560060533
3,2,40.011565,116.296776,100,00:44:19,439957.85296539316,4431128.415607742
3,3,40.010285,116.29697,146,00:52:14,439973.2957745659,4430986.155972687
3,4,40.007868,116.295854,117,01:00:04,439875.8870644309,4430718.528986078
3,5,40.008051,116.296483,220,01:08:14,439929.7556576977,4430738.424795509
3,6,40.007404,116.296932,366,01:16:29,439967.5273702152,4430666.280539748
3,7,40.009519,116.29626,114,01:24:34,439912.0017255475,4430901.579204315
3,8,40.00939,116.295206,198,01:32:34,439821.893113461,4430887.966505293
3,9,40.008039,116.295506,58,01:40:44,439846.3226229141,4430737.751357704
3,10,40.007689,116.296776,111,01:48:24,439954.45668398356,4430698.03151612
3,11,40.011139,116.297072,289,01:56:44,439982.7529073575,4431080.9139150735
3,12,40.010805,116.297604,424,02:04:59,440027.88409074675,4431043.468972078
3,13,40.004244,116.306164,424,02:20:29,440753.0900747917,4430309.222005622
3,14,40.004274,116.312089,234,02:29:34,441259.057996311,4430308.631180724
4,0,40.000031,116.326378,492,00:52:08,442475.64951857174,4429828.177173786
4,1,40.007251,116.320624,81,01:00:13,441990.39030941506,4430633.600926864
4,2,40.007938,116.319458,143,03:53:52,441891.411236045,4430710.643720742
4,3,40.006002,116.325884,132,04:02:07,442438.47845913726,4430491.503789285
4,4,40.009785,116.314786,126,05:26:05,441494.0626095832,4430918.787962503
4,5,40.009846,116.314954,115,05:36:20,441508.4592183546,4430925.451004496
4,6,40.002748,116.325097,134,05:44:35,442368.5413154097,4430130.694771657
4,7,39.999344,116.320366,236,06:04:00,441961.66533762176,4429755.791507456
4,8,39.998415,116.319398,151,06:18:15,441878.2132309356,4429653.268046028
4,9,40.00236,116.325044,371,09:41:45,442363.6892292292,4430087.646316616
4,10,40.009492,116.322682,146,10:10:55,442168.0086240093,4430881.099673254
4,11,39.999935,116.327336,102,10:19:08,442557.3787126905,4429816.899693904
4,12,40.006344,116.324239,119,16:00:56,442298.3017474847,4430530.542572298
4,13,40.009834,116.31498,118,16:09:11,441510.66896210256,4430924.10148146
5,0,40.007225,116.318037,492,00:39:04,441769.47124283464,4430632.401099716
5,1,40.001852,116.321614,102,00:49:59,442070.3605549789,4430033.462763579
5,2,39.997744,116.318349,254,01:10:24,441788.060615012,4429579.446162979
5,3,39.996412,116.322076,198,01:24:43,442105.2184109879,4429429.116382766
5,4,39.99993,116.327374,118,01:47:18,442560.61958631396,4429816.320015276
5,5,40.009311,116.324018,148,03:56:51,442281.92987151555,4430860.13561387
5,6,40.006031,116.324227,26,04:24:36,442297.01355157886,4430495.7954386035
5,7,40.001258,116.324994,76,08:57:40,442358.4928536068,4429965.314837606
5,8,40.009367,116.321649,79,09:31:30,442079.70077095274,4430867.890804824
5,9,39.999579,116.321828,125,09:39:45,442086.7145186887,4429780.93446624
5,10,39.991305,116.318553,211,09:48:05,441800.0164479142,4428864.340358058
5,11,39.990695,116.317297,233,10:27:50,441692.2263258375,4428797.42805368
5,12,39.990723,116.31729,175,10:35:18,441691.6522795267,4428800.541689468
5,13,39.99071,116.317354,228,10:42:50,441697.10733246175,4428799.056340796
5,14,39.990656,116.317291,179,10:50:15,441691.68071528815,4428793.10150521
6,0,40.000102,116.327021,1175,06:07:32,442530.61885427777,4429835.646078798
6,1,40.0041,116.324534,114,09:46:56,442321.6028621687,4430281.182317629
6,2,40.010717,116.322744,76,10:00:21,442174.33621823933,4431017.081123808
6,3,40.010185,116.322198,95,10:11:01,442127.26779966615,4430958.3632937735
6,4,40.003555,116.324839,150,10:19:06,442347.18875242723,4430220.469274616
6,5,40.006417,116.317618,262,11:35:10,441733.0069735201,4430542.956202915
6,6,40.010097,116.31498,114,11:47:55,441510.8934468723,4430953.30451194
6,7,40.008129,116.319614,283,12:00:15,441904.89344228746,4430731.75028648
6,8,40.009535,116.316342,-119,15:18:33,441626.7074080411,4430890.008022745
6,9,40.004148,116.321284,189,15:30:33,442044.12196426804,4430288.620507298
6,10,40.000446,116.326695,404,15:38:53,442503.0682364443,4429874.053365553
7,0,40.00152,116.311859,130,01:16:57,441237.05700650124,4430002.984097932
7,1,40.00646,116.317564,105,01:24:53,441728.43256396067,4430547.766146542
7,2,40.006207,116.325741,156,04:10:21,442426.440069535,4430514.358955138
7,3,40.007794,116.31976,129,05:22:35,441917.0758966046,4430694.457361817
7,4,40.009893,116.314972,159,05:31:25,441510.03624943446,4430930.657982355
7,5,40.009926,116.315097,221,05:45:38,441520.7374159355,4430934.240203759
7,6,40.007061,116.317519,117,05:53:20,441725.10114052176,4430614.52944985
7,7,39.999952,116.327361,111,06:01:30,442559.527867884,4429818.771226754
7,8,39.985802,116.326813,87,07:51:40,442500.86576604773,4428247.940121488
7,9,39.984547,116.326509,192,08:04:40,442473.84727454284,4428108.784003366
7,10,39.98613,116.367192,132,08:12:50,445950.05409430386,4428259.100527105
7,11,39.982143,116.411207,318,08:20:53,449706.60223713936,4427790.639831403
7,12,39.981578,116.445355,170,08:28:45,452623.0753311296,4427709.201482284
7,13,39.993798,116.489769,133,08:37:05,456424.6347031747,4429043.42134468
7,14,40.033627,116.591823,88,08:45:25,465160.66096180555,4433421.03022125
7,15,40.045508,116.607285,40,08:53:45,466486.21774165746,4434734.33677667
7,16,40.079415,116.587564,142,09:01:55,464820.6920959993,4438506.919136733
7,17,40.034378,116.564766,187,09:20:40,462851.6510275325,4433515.353306966
7,18,39.974493,116.467919,177,09:29:00,454545.7735606866,4426910.759531066
7,19,39.987516,116.411559,324,09:37:10,449740.60690703976,4428387.044736804
7,20,39.986067,116.362011,227,09:45:25,445507.47675743623,4428255.258888691
7,21,39.985218,116.32109,68,09:56:25,442011.5475614288,4428186.800664444
7,22,39.991536,116.319871,163,10:04:35,441912.7787965367,4428889.13045829
7,23,39.997316,116.31902,186,10:12:35,441845.00037889427,4429531.483952128
7,24,40.003015,116.317429,117,10:20:40,441713.97548356454,4430165.3284138655
7,25,40.009531,116.314484,202,10:28:55,441468.0596323769,4430890.782593409
7,26,40.010146,116.315361,203,10:43:35,441543.4664672445,4430958.495380991
7,27,40.009515,116.315379,190,11:03:10,441544.46509667026,4430888.418510529
7,28,40.009953,116.314746,117,11:19:40,441490.79068868246,4430937.468631813
7,29,40.00967,116.315161,145,11:29:40,441525.98353998363,4430905.772444029
7,30,40.009032,116.316656,138,11:37:05,441653.08985177305,4430833.950212762
7,31,40.007131,116.319518,146,11:49:05,441895.8502036255,4430620.996873534
7,32,40.008053,116.319449,119,12:05:05,441890.74027220806,4430723.418968806
7,33,40.007787,116.319421,114,12:19:20,441888.12389184075,4430693.901097046
7,34,40.006565,116.31733,189,12:27:00,441708.54101032205,4430559.5781725105
7,35,40.009663,116.315933,129,12:41:48,441591.8942598034,4430904.488895689
7,36,40.011596,116.318011,163,12:50:15,441770.9655042406,4431117.765693227
7,37,40.009624,116.315191,159,13:12:40,441528.5058181417,4430900.645005152
7,38,40.009714,116.315282,156,13:20:10,441536.35258107516,4430910.578731708
7,39,40.009754,116.315249,332,13:32:48,441533.5690292647,4430915.041907509
7,40,40.009816,116.315344,68,13:45:40,441541.7334207649,4430921.863947496
7,41,40.009729,116.315208,173,14:04:00,441530.04694520327,4430912.292854702
7,42,40.009844,116.315389,123,14:17:55,441545.59959167655,4430924.943496228
7,43,40.009824,116.31523,181,14:40:05,441532.00645613816,4430922.827042813
7,44,40.009669,116.315061,118,14:47:15,441517.4442555236,4430905.727028174
7,45,40.009667,116.315223,104,14:54:33,441531.2748074555,4430905.398648635
7,46,40.009662,116.315031,112,15:25:40,441514.8767517803,4430904.969449796
7,47,40.009531,116.3151,120,15:32:55,441520.65647472185,4430890.378172227
7,48,40.009663,116.3151,176,15:40:45,441520.76912327413,4430905.035205552
7,49,40.00963,116.315099,154,16:01:45,441520.6555767465,4430901.371603425
7,50,40.009659,116.315066,111,16:08:55,441517.86264266376,4430904.613365507
7,51,40.009722,116.314914,190,16:22:40,441504.9380041768,4430911.708531412
7,52,40.009532,116.315253,138,16:37:58,441533.7211538451,4430890.388817962
7,53,40.009598,116.315071,124,17:04:23,441518.2375047608,4430897.8367581405
7,54,40.009804,116.314824,112,17:11:40,441497.32342912414,4430920.872739463
7,55,40.009693,116.315077,130,17:18:55,441518.8308867873,4430908.381443157
7,56,40.009694,116.31498,131,17:31:25,441510.5494650113,4430908.556142577
7,57,40.009538,116.315428,270,17:38:45,441548.6685560135,4430890.940246333
7,58,40.009752,116.316368,415,17:52:55,441629.1122490591,4430914.086265512
7,59,40.009422,116.315641,313,18:00:45,441566.7565330869,4430877.920134728
7,60,40.009582,116.314967,179,18:12:00,441509.34387012594,4430896.12840434
7,61,40.009458,116.315506,169,18:26:20,441555.2603137132,4430882.006037393
7,62,40.009528,116.315471,184,18:37:15,441552.3315590287,4430889.801661441
7,63,40.009763,116.314922,143,18:52:20,441505.6560766668,4430916.255843672
7,64,40.009774,116.315141,135,18:59:30,441524.3646021053,4430917.333533597
7,65,40.009605,116.315117,108,19:38:25,441522.1711607928,4430898.583838075
7,66,40.009664,116.315181,107,19:45:38,441527.6861063895,4430905.09309193
7,67,40.009729,116.315299,97,19:52:35,441537.81691069214,4430912.233150835
7,68,40.009725,116.315215,129,19:59:45,441530.64122182876,4430911.844109282
7,69,40.009906,116.314944,135,20:28:00,441507.6565932916,4430932.119856512
7,70,40.009617,116.315267,179,20:35:30,441534.98905770504,4430899.817873912
7,71,40.009481,116.315331,174,20:44:45,441540.3376348628,4430884.674701602
7,72,40.009581,116.315034,282,20:55:40,441515.06377279456,4430895.973392212
7,73,40.00962,116.315112,154,21:03:45,441521.75703958946,4430900.252691142
7,74,40.00989,116.315416,193,21:19:05,441547.94420059223,4430930.033539949
7,75,40.00988,116.314949,135,21:34:10,441508.06131999235,4430929.2295830315
7,76,40.009717,116.315099,115,21:50:50,441520.72982261074,4430911.031920968
7,77,40.009507,116.315563,128,22:19:05,441560.1690225082,4430887.409524108
7,78,40.009774,116.31496,132,22:26:30,441508.9100654013,4430917.452320488
7,79,40.009796,116.315097,117,22:34:05,441520.62647307944,4430919.805246045
7,80,40.009761,116.315124,70,23:06:15,441522.90197721217,4430915.901193294
7,81,40.009796,116.314905,98,23:13:40,441504.23271562037,4430919.931261153
7,82,40.009631,116.315124,119,23:21:00,441522.7910391139,4430901.466236002
7,83,40.0095,116.314809,53,23:41:50,441495.78312339284,4430887.126994474
7,84,40.009639,116.315081,49,23:49:20,441519.1263390688,4430902.382758982
7,85,40.009932,116.315336,-4,00:00:48,441541.1493083866,4430934.749619247
7,86,40.009974,116.315429,34,00:12:10,441549.12584455335,4430939.352216367
7,87,40.009758,116.315224,20,00:29:40,441531.43783712474,4430915.502462614
7,88,40.009824,116.315009,10,00:43:55,441513.13656602165,4430922.972066384
7,89,40.009738,116.314996,-11,01:09:25,441511.95316881314,4430913.431319016
7,90,40.009603,116.315093,43,01:16:50,441520.12022859236,4430898.377511291
7,91,40.009535,116.315091,101,01:24:13,441519.8914280034,4430890.828230882
7,92,40.010039,116.315135,73,01:49:45,441524.0784374346,4430946.7625770755
7,93,40.009789,116.315208,85,01:57:20,441530.0981411894,4430918.955142733
7,94,40.009721,116.31509,133,02:14:20,441519.96477799665,4430911.48197965
7,95,40.009834,116.315115,67,02:32:05,441522.19581640366,4430924.012883081
7,96,40.009704,116.315166,96,02:39:25,441526.4394743274,4430909.544459678
7,97,40.009632,116.315206,108,03:05:00,441529.79340978246,4430901.523468122
7,98,40.009681,116.315184,121,03:11:50,441527.95676535415,4430906.978771718
7,99,40.01,116.315464,105,03:33:00,441552.1364588509,4430942.2162513435
7,100,40.007784,116.3126,138,06:51:53,441305.69895683747,4430698.0381466765
7,101,40.002344,116.308934,118,06:59:04,440987.98756901524,4430096.411987475
7,102,39.998651,116.306457,141,07:07:02,440773.2771965881,4429687.991665167
7,103,39.995802,116.290378,141,07:14:49,439397.6428076705,4429382.452284026
7,104,39.996676,116.277373,134,07:22:49,438287.78057299095,4429488.422202616
7,105,39.99663,116.274854,143,07:30:34,438072.6148428861,4429485.061471806
7,106,39.99426,116.274355,154,07:38:29,438027.8576429655,4429222.248126892
7,107,39.989809,116.273656,174,07:46:49,437964.1336244974,4428728.504296734
7,108,39.989315,116.272149,130,08:17:29,437834.9741406861,4428674.701310188
7,109,39.990008,116.270121,118,08:25:24,437662.3930253737,4428753.066707557
7,110,39.990228,116.273843,112,08:33:34,437980.48410340573,4428774.8990815915
7,111,39.994807,116.274186,130,08:41:49,438013.91896945506,4429283.103427067
7,112,39.997366,116.272715,122,08:49:34,437890.60956380883,4429568.273740631
7,113,39.99715,116.271823,124,09:00:59,437814.2370280237,4429544.911439094
7,114,39.996261,116.267643,148,09:21:54,437456.45376185374,4429449.123128627
7,115,39.996802,116.264146,140,09:29:49,437158.30174888595,4429511.654275218
7,116,39.998715,116.263331,157,09:37:44,437090.4558623488,4429724.645107526
7,117,40.000785,116.264091,169,09:45:49,437157.25616467453,4429953.957972523
7,118,40.001443,116.269325,186,09:53:54,437604.81537679053,4430023.343846459
7,119,40.000602,116.275436,202,10:02:14,438125.90324484976,4429925.700585142
7,120,39.995459,116.285949,141,10:10:19,439019.09369954234,4429347.386774461
7,121,39.98406,116.313074,222,10:18:29,441325.87214511377,4428063.463391134
7,122,39.97472,116.3195,123,10:26:29,441866.84221549425,4427022.163780658
7,123,39.908854,116.40496,265,11:25:44,449118.7290554431,4419656.4228163175
7,124,39.909093,116.405354,258,11:54:42,449152.5965234182,4419682.735977166
7,125,39.909025,116.405561,263,12:01:44,449170.2466776465,4419675.067694376
7,126,39.909768,116.404685,302,12:09:09,449095.89047558897,4419758.066337041
7,127,39.911082,116.405241,222,12:16:39,449144.40488934383,4419903.6507247845
7,128,39.914018,116.404377,244,12:24:27,449072.7015431189,4420230.144676668
7,129,39.913952,116.402728,200,12:31:29,448931.6578706449,4420223.75809967
7,130,39.906568,116.397488,70,12:39:29,448478.08916886675,4419406.87881811
7,131,39.897584,116.389499,144,12:51:24,447788.1118747669,4418413.972681903
7,132,39.898794,116.377629,123,13:04:44,446773.88268616545,4418555.3317991905
7,133,39.910051,116.3506,142,13:12:44,444471.39259433013,4419821.72039708
7,134,39.931119,116.343622,193,13:20:54,443891.9146135396,4422165.396225135
7,135,39.937509,116.322125,192,13:28:49,442059.69548140955,4422888.654767676
7,136,39.958934,116.316894,281,13:36:54,441630.7928690753,4425271.030784549
7,137,39.973865,116.311745,335,13:44:49,441203.6165806363,4426932.310839535
7,138,39.985393,116.308591,647,13:52:34,440944.0989815771,4428214.436383347
7,139,40.008598,116.31286,232,14:00:34,441328.59640821203,4430788.251962116
7,140,40.009615,116.315196,231,14:08:14,441528.92506046704,4430899.642381253
7,141,40.009906,116.315124,137,14:29:07,441523.0257162169,4430932.001722959
8,0,40.008224,116.315632,-466,05:19:38,441564.9665113809,4430744.902375125
8,1,40.007979,116.319579,49,05:27:53,441901.77775634633,4430715.117391042
8,2,40.003329,116.324452,-104,05:35:53,442313.9518774169,4430195.625104739
8,3,40.000296,116.327111,276,05:45:13,442538.46713529597,4429857.129406744
8,4,40.000381,116.327211,199,06:14:53,442547.0779727742,4429866.503165007
8,5,39.993403,116.32697,528,06:24:03,442520.64733862283,4429091.836473515
8,6,39.991841,116.331309,149,06:47:03,442889.916620301,4428915.606776687
8,7,39.939523,116.347119,200,07:06:13,444197.6712303012,4423096.355439253
8,8,39.94584,116.367885,140,07:26:33,445977.5414493785,4423784.996001479
8,9,39.943672,116.371936,164,07:34:33,446322.0603191224,4423541.823820916
8,10,39.941406,116.375661,135,07:53:48,446638.6620505235,4423287.980807297
8,11,39.940301,116.379379,133,08:01:53,446955.58301064576,4423163.068846281
8,12,39.93827,116.383349,137,08:10:13,447293.3426500568,4422935.201505247
8,13,39.937868,116.3875,139,08:22:08,447647.8347708534,4422888.121627171
8,14,39.937694,116.389762,143,08:29:33,447841.0437235186,4422867.476855522
8,15,39.937587,116.389919,208,08:51:03,447854.3818817267,4422855.504209383
8,16,39.937652,116.389953,406,08:58:33,447857.3373257042,4422862.701715522
8,17,39.93521,116.390847,149,09:27:13,447931.90022093296,4422591.028773023
8,18,39.935371,116.390172,117,09:35:28,447874.32552487036,4422609.299636786
8,19,39.932206,116.390097,127,09:43:33,447865.5133911547,4422257.913226039
8,20,39.934263,116.381916,115,09:54:43,447167.7786311744,4422491.125600207
8,21,39.943893,116.373503,100,10:02:48,446456.1583259821,4423565.421511558
8,22,39.94479,116.375897,111,10:12:18,446661.4606158982,4423663.587682882
8,23,39.939656,116.382916,80,11:29:58,447257.3969364535,4423089.353939636
8,24,39.937721,116.387127,123,11:38:03,447615.8410678635,4422872.018129149
8,25,39.934907,116.388955,136,11:46:23,447769.9477771031,4422558.490199782
8,26,39.932655,116.386447,137,11:54:33,447553.8521020785,4422309.906856615
8,27,39.932232,116.385737,137,12:02:18,447492.8380780663,4422263.355887347
8,28,39.931893,116.380161,156,12:10:13,447015.9372634457,4422229.00957927
8,29,39.931095,116.357058,105,12:18:03,445040.4316834152,4422154.372019801
8,30,39.931108,116.356495,323,12:25:28,444992.3157131813,4422156.162298831
8,31,39.936164,116.336575,153,12:33:28,443293.6864196089,4422730.029379847
8,32,39.937586,116.323589,155,12:41:31,442184.8944251902,4422896.255180528
8,33,39.950876,116.326332,278,12:49:23,442430.4900655145,4424370.161551302
8,34,39.970799,116.327845,159,12:57:06,442576.456019526,4426581.379666506
8,35,39.989795,116.327077,149,13:05:03,442526.7615562218,4428691.143313408
8,36,39.994727,116.326734,167,13:13:08,442501.6022090252,4429239.002705433
8,37,40.003713,116.322349,213,13:21:18,442134.696305511,4430239.62696939
8,38,40.006775,116.317582,245,13:38:53,441730.23738279176,4430582.731367619
8,39,40.01118,116.313666,468,13:52:23,441399.62534507,4431074.422106979
8,40,40.009624,116.314796,167,14:00:03,441494.77899286005,4430900.904257549
9,0,40.008232,116.312198,158,02:37:02,441271.75744567235,4430748.048064464
9,1,39.997565,116.308897,193,02:44:57,440980.71351168066,4429565.786008606
9,2,39.984331,116.322481,145,02:52:47,442129.61106674874,4428087.406513827
9,3,39.986764,116.395962,162,03:06:47,448407.875675121,4428312.45357125
9,4,39.987314,116.420266,153,03:14:57,450484.14001826616,4428359.743161778
9,5,39.996245,116.492517,63,03:23:17,456660.87061299424,4429313.789791812
9,6,40.030011,116.598399,52,03:31:35,465720.1370278136,4433016.966721515
9,7,40.045317,116.600228,57,03:39:55,465883.8857328215,4434715.808274346
9,8,40.07806,116.587829,71,03:47:45,464842.59883839113,4438356.357153278
9,9,40.079796,116.588967,197,04:25:40,464940.558717429,4438548.671133667
9,10,40.079557,116.58628,-60,04:37:35,464711.24448915734,4438523.1950065885
9,11,40.043367,116.57489,58,04:49:30,463720.5276211287,4434509.299136734
9,12,39.986719,116.481604,95,04:57:50,455722.7435933967,4428261.412335617
9,13,39.987668,116.411833,58,05:06:05,449764.1210360811,4428403.767988861
9,14,39.9855,116.337816,150,05:14:15,443440.4268778559,4428207.36878344
9,15,39.984875,116.321724,169,05:30:38,442065.41078044625,4428148.302596605
9,16,39.996082,116.309338,108,05:38:30,441017.09875612985,4429400.824878676
9,17,40.009991,116.314926,99,05:46:25,441506.19223879994,4430941.569913356
9,18,40.006919,116.317597,132,05:58:06,441731.6406356299,4430598.711042014
9,19,40.002847,116.324324,161,07:02:50,442302.6159359286,4430142.187658262
9,20,39.993766,116.326627,280,08:07:56,442491.6580477404,4429132.364408719
9,21,39.991223,116.326708,249,09:55:52,442496.44313832116,4428849.943132344
9,22,39.997487,116.326748,181,10:42:22,442505.11251118185,4429545.458082156
10,0,40.011736,116.322001,-381,02:19:35,442111.7575409415,4431130.711389104
10,1,39.999881,116.327217,127,07:34:18,442547.17128187,4429810.980345983
10,2,39.992571,116.326612,377,07:48:53,442489.3746642907,4428999.6839463785
10,3,39.997973,116.308962,211,07:56:53,440986.61569360597,4429611.046448721
10,4,39.989203,116.293341,180,08:04:48,439644.87950985064,4428647.702963368
10,5,39.98472,116.293419,225,08:12:48,439647.5964465406,4428149.867736759
10,6,39.950827,116.269131,195,08:20:58,437542.1859653492,4424403.195859293
10,7,39.923688,116.230172,251,08:29:13,434186.8419256693,4421417.758443975
10,8,39.897793,116.204899,240,08:37:33,432000.6085342042,4418561.399423241
10,9,39.815719,116.252614,198,08:45:58,436005.1917632931,4409413.0354013285
10,10,39.765998,116.30053,122,08:54:18,440064.89456238196,4403859.138776671
10,11,39.777107,116.289217,135,13:10:23,439105.3041464872,4405100.243991547
10,12,39.80407,116.279777,129,13:18:38,438320.63191658957,4408100.519628796
10,13,39.864703,116.27731,164,13:26:53,438163.7565056565,4414834.606558227
10,14,39.943237,116.268904,178,13:35:08,437515.88189122744,4423560.582875107
10,15,39.983475,116.297609,121,13:43:18,440004.39817389037,4428008.797954975
10,16,39.991891,116.309613,156,13:51:08,441036.98003363825,4428935.283284687
10,17,39.994522,116.326318,146,13:59:18,442465.9025786467,4429216.5083693275
10,18,40.001032,116.324587,196,17:06:33,442323.5470231093,4429940.483558619
